,county_state,county,state,state_long,total_zipcode_score,id
801,"Douglas County, KS",Douglas County,KS,Kansas,0.6725753615201506,20045
802,"Douglas County, MN",Douglas County,MN,Minnesota,0.5875900336134454,27041
803,"Douglas County, MO",Douglas County,MO,Missouri,0.3808138506343619,29067
804,"Douglas County, NE",Douglas County,NE,Nebraska,0.6161715099257994,31055
805,"Douglas County, NV",Douglas County,NV,Nevada,0.6103084706144707,32005
806,"Douglas County, OR",Douglas County,OR,Oregon,0.4098528403361345,41019
807,"Douglas County, SD",Douglas County,SD,South Dakota,0.3936815387532785,46043
808,"Douglas County, WA",Douglas County,WA,Washington,0.4431177678772193,53017
809,"Douglas County, WI",Douglas County,WI,Wisconsin,0.5438924033613446,55031
810,"Drew County, AR",Drew County,AR,Arkansas,0.43900262252309696,05043
811,"DuPage County, IL",DuPage County,IL,Illinois,0.6899147375632854,17043
812,"Dubois County, IN",Dubois County,IN,Indiana,0.4795164105811896,18037
813,"Dubuque County, IA",Dubuque County,IA,Iowa,0.5958488787245061,19061
814,"Duchesne County, UT",Duchesne County,UT,Utah,0.5252780948792141,49013
815,"Dukes County, MA",Dukes County,MA,Massachusetts,0.623059309063759,25007
816,"Dundy County, NE",Dundy County,NE,Nebraska,0.3016746309843768,31057
817,"Dunklin County, MO",Dunklin County,MO,Missouri,0.3118562942760601,29069
818,"Dunn County, ND",Dunn County,ND,North Dakota,0.5267418151260504,38025
819,"Dunn County, WI",Dunn County,WI,Wisconsin,0.520927970408135,55033
820,"Duplin County, NC",Duplin County,NC,North Carolina,0.4620218253218677,37061
821,"Durham County, NC",Durham County,NC,North Carolina,0.6496447680076312,37063
822,"Dutchess County, NY",Dutchess County,NY,New York,0.5943635124188421,36027
823,"Duval County, FL",Duval County,FL,Florida,0.5582970319879423,12031
824,"Duval County, TX",Duval County,TX,Texas,0.3664029075630253,48131
825,"Dyer County, TN",Dyer County,TN,Tennessee,0.3492274646864869,47045
826,"Eagle County, CO",Eagle County,CO,Colorado,0.5833435253984026,08037
827,"Early County, GA",Early County,GA,Georgia,0.3811973254783539,13099
828,"East Baton Rouge Parish, LA",East Baton Rouge Parish,LA,Louisiana,0.5409609537320345,22033
829,"East Carroll Parish, LA",East Carroll Parish,LA,Louisiana,0.3353666218487395,22035
830,"East Feliciana Parish, LA",East Feliciana Parish,LA,Louisiana,0.4780180309430014,22037
831,"Eastland County, TX",Eastland County,TX,Texas,0.3481845928664447,48133
832,"Eaton County, MI",Eaton County,MI,Michigan,0.6161657249946155,26045
833,"Eau Claire County, WI",Eau Claire County,WI,Wisconsin,0.6097062296813214,55035
834,"Echols County, GA",Echols County,GA,Georgia,0.3469907563025211,13101
835,"Ector County, TX",Ector County,TX,Texas,0.6066460346590643,48135
836,"Eddy County, ND",Eddy County,ND,North Dakota,0.4460967343121587,38027
837,"Eddy County, NM",Eddy County,NM,New Mexico,0.48806508003258,35015
838,"Edgar County, IL",Edgar County,IL,Illinois,0.41618581512605035,17045
839,"Edgecombe County, NC",Edgecombe County,NC,North Carolina,0.4272410731536995,37065
840,"Edgefield County, SC",Edgefield County,SC,South Carolina,0.460290864074432,45037
841,"Edmonson County, KY",Edmonson County,KY,Kentucky,0.3329672974267427,21061
842,"Edmunds County, SD",Edmunds County,SD,South Dakota,0.516002218487395,46045
843,"Edwards County, IL",Edwards County,IL,Illinois,0.36115084579060075,17047
844,"Edwards County, KS",Edwards County,KS,Kansas,0.3645484129798881,20047
845,"Edwards County, TX",Edwards County,TX,Texas,0.2948795966386555,48137
846,"Effingham County, GA",Effingham County,GA,Georgia,0.6248965786009175,13103
847,"Effingham County, IL",Effingham County,IL,Illinois,0.4490260308400881,17049
848,"El Dorado County, CA",El Dorado County,CA,California,0.6229834752470937,06017
849,"El Paso County, CO",El Paso County,CO,Colorado,0.586812685072607,08041
850,"El Paso County, TX",El Paso County,TX,Texas,0.4715568984432209,48141
851,"Elbert County, CO",Elbert County,CO,Colorado,0.5269663865546219,08039
852,"Elbert County, GA",Elbert County,GA,Georgia,0.4189342256233025,13105
853,"Elk County, KS",Elk County,KS,Kansas,0.3512607731092437,20049
854,"Elk County, PA",Elk County,PA,Pennsylvania,0.43486590434496925,42047
855,"Elkhart County, IN",Elkhart County,IN,Indiana,0.5878730064159614,18039
856,"Elko County, NV",Elko County,NV,Nevada,0.3850966386554622,32007
857,"Elliott County, KY",Elliott County,KY,Kentucky,0.3163314962191004,21063
858,"Ellis County, KS",Ellis County,KS,Kansas,0.5495764247011731,20051
859,"Ellis County, OK",Ellis County,OK,Oklahoma,0.41975601532656065,40045
860,"Ellis County, TX",Ellis County,TX,Texas,0.5514934252227505,48139
861,"Ellsworth County, KS",Ellsworth County,KS,Kansas,0.4287896250351294,20053
862,"Elmore County, AL",Elmore County,AL,Alabama,0.5892304421917612,01051
863,"Elmore County, ID",Elmore County,ID,Idaho,0.40151378253053305,16039
864,"Emanuel County, GA",Emanuel County,GA,Georgia,0.37052388969153366,13107
865,"Emery County, UT",Emery County,UT,Utah,0.4453436351228192,49015
866,"Emmet County, IA",Emmet County,IA,Iowa,0.3841984873949581,19063
867,"Emmet County, MI",Emmet County,MI,Michigan,0.44867542944501054,26047
868,"Emmons County, ND",Emmons County,ND,North Dakota,0.4628066046306182,38029
869,"Erath County, TX",Erath County,TX,Texas,0.5531658132419242,48143
870,"Erie County, NY",Erie County,NY,New York,0.5702988082035378,36029
871,"Erie County, OH",Erie County,OH,Ohio,0.6053781729903938,39043
872,"Erie County, PA",Erie County,PA,Pennsylvania,0.49317470916492057,42049
873,"Escambia County, AL",Escambia County,AL,Alabama,0.4359617701360952,01053
874,"Escambia County, FL",Escambia County,FL,Florida,0.5499217047399979,12033
875,"Esmeralda County, NV",Esmeralda County,NV,Nevada,0.31561746218487396,32009
876,"Essex County, MA",Essex County,MA,Massachusetts,0.6951994740244496,25009
877,"Essex County, NJ",Essex County,NJ,New Jersey,0.6238766242985854,34013
878,"Essex County, NY",Essex County,NY,New York,0.4520000569989576,36031
879,"Essex County, VA",Essex County,VA,Virginia,0.4805664864690925,51057
880,"Essex County, VT",Essex County,VT,Vermont,0.3560238144601049,50009
881,"Estill County, KY",Estill County,KY,Kentucky,0.3488170617569569,21065
882,"Etowah County, AL",Etowah County,AL,Alabama,0.4832645674683219,01055
883,"Eureka County, NV",Eureka County,NV,Nevada,0.4762518573362977,32011
884,"Evangeline Parish, LA",Evangeline Parish,LA,Louisiana,0.37234634510384457,22039
885,"Evans County, GA",Evans County,GA,Georgia,0.4657447067251485,13109
886,"Fairbanks North Star Borough, AK",Fairbanks North Star Borough,AK,Alaska,0.60370094202156,02090
887,"Fairfax County, VA",Fairfax County,VA,Virginia,0.7266044563861995,51059
888,"Fairfield County, CT",Fairfield County,CT,Connecticut,0.6853944262917832,09001
889,"Fairfield County, OH",Fairfield County,OH,Ohio,0.5929034796197196,39045
890,"Fairfield County, SC",Fairfield County,SC,South Carolina,0.4473040654421192,45039
891,"Fall River County, SD",Fall River County,SD,South Dakota,0.47479183193277313,46047
892,"Fallon County, MT",Fallon County,MT,Montana,0.5201680515963427,30025
893,"Falls Church city, VA",Falls Church city,VA,Virginia,0.764979385636574,51610
894,"Falls County, TX",Falls County,TX,Texas,0.3685897815126051,48145
895,"Fannin County, GA",Fannin County,GA,Georgia,0.4898634224123941,13111
896,"Fannin County, TX",Fannin County,TX,Texas,0.45070100906043054,48147
897,"Faribault County, MN",Faribault County,MN,Minnesota,0.45980409961327906,27043
898,"Faulk County, SD",Faulk County,SD,South Dakota,0.4811946554621849,46049
899,"Faulkner County, AR",Faulkner County,AR,Arkansas,0.5362005917423023,05045
900,"Fauquier County, VA",Fauquier County,VA,Virginia,0.6131167233540613,51061
901,"Fayette County, AL",Fayette County,AL,Alabama,0.3817830098159657,01057
902,"Fayette County, GA",Fayette County,GA,Georgia,0.6859538050422543,13113
903,"Fayette County, IA",Fayette County,IA,Iowa,0.4268238655462185,19065
904,"Fayette County, IL",Fayette County,IL,Illinois,0.4259909065655466,17051
905,"Fayette County, IN",Fayette County,IN,Indiana,0.4613606327394113,18041
906,"Fayette County, KY",Fayette County,KY,Kentucky,0.6165443814968703,21067
907,"Fayette County, OH",Fayette County,OH,Ohio,0.4989190852454349,39047
908,"Fayette County, PA",Fayette County,PA,Pennsylvania,0.43663542911766684,42051
909,"Fayette County, TN",Fayette County,TN,Tennessee,0.5590146195452976,47047
910,"Fayette County, TX",Fayette County,TX,Texas,0.5647445501438615,48149
911,"Fayette County, WV",Fayette County,WV,West Virginia,0.3416203192651874,54019
912,"Fentress County, TN",Fentress County,TN,Tennessee,0.3699673444282417,47049
913,"Fergus County, MT",Fergus County,MT,Montana,0.4679006104556848,30027
914,"Ferry County, WA",Ferry County,WA,Washington,0.3509568403361345,53019
915,"Fillmore County, MN",Fillmore County,MN,Minnesota,0.5195683588100439,27045
916,"Fillmore County, NE",Fillmore County,NE,Nebraska,0.49374044135261264,31059
917,"Finney County, KS",Finney County,KS,Kansas,0.5786637129070912,20055
918,"Fisher County, TX",Fisher County,TX,Texas,0.3736758528798236,48151
919,"Flagler County, FL",Flagler County,FL,Florida,0.6154186648856873,12035
920,"Flathead County, MT",Flathead County,MT,Montana,0.4733383193277312,30029
921,"Fleming County, KY",Fleming County,KY,Kentucky,0.39988205822506306,21069
922,"Florence County, SC",Florence County,SC,South Carolina,0.4559489770223681,45041
923,"Florence County, WI",Florence County,WI,Wisconsin,0.4461907226890756,55037
924,"Floyd County, GA",Floyd County,GA,Georgia,0.5146275044365135,13115
925,"Floyd County, IA",Floyd County,IA,Iowa,0.4751290420168068,19067
926,"Floyd County, IN",Floyd County,IN,Indiana,0.6823041440029091,18043
927,"Floyd County, KY",Floyd County,KY,Kentucky,0.287934045749435,21071
928,"Floyd County, TX",Floyd County,TX,Texas,0.36045672711491084,48153
929,"Floyd County, VA",Floyd County,VA,Virginia,0.472925949579832,51063
930,"Fluvanna County, VA",Fluvanna County,VA,Virginia,0.5739916862622173,51065
931,"Foard County, TX",Foard County,TX,Texas,0.4204300504201681,48155
932,"Fond du Lac County, WI",Fond du Lac County,WI,Wisconsin,0.6139963711095368,55039
933,"Ford County, IL",Ford County,IL,Illinois,0.3961602535812252,17053
934,"Ford County, KS",Ford County,KS,Kansas,0.403610756302521,20057
935,"Forest County, PA",Forest County,PA,Pennsylvania,0.3698742911450026,42053
936,"Forest County, WI",Forest County,WI,Wisconsin,0.4321144201680673,55041
937,"Forrest County, MS",Forrest County,MS,Mississippi,0.437228141250939,28035
938,"Forsyth County, GA",Forsyth County,GA,Georgia,0.8283230476224962,13117
939,"Forsyth County, NC",Forsyth County,NC,North Carolina,0.6060090595830974,37067
940,"Fort Bend County, TX",Fort Bend County,TX,Texas,0.6890677412814745,48157
941,"Foster County, ND",Foster County,ND,North Dakota,0.48268946218487396,38031
942,"Fountain County, IN",Fountain County,IN,Indiana,0.5131886887634227,18045
943,"Franklin County, AL",Franklin County,AL,Alabama,0.434896221962737,01059
944,"Franklin County, AR",Franklin County,AR,Arkansas,0.4143119472602983,05047
945,"Franklin County, FL",Franklin County,FL,Florida,0.4682204269149507,12037
946,"Franklin County, GA",Franklin County,GA,Georgia,0.5140761831828965,13119
947,"Franklin County, IA",Franklin County,IA,Iowa,0.43494073949579837,19069
948,"Franklin County, ID",Franklin County,ID,Idaho,0.5411829915966386,16041
949,"Franklin County, IL",Franklin County,IL,Illinois,0.43861215493059447,17055
950,"Franklin County, IN",Franklin County,IN,Indiana,0.49116531144887815,18047
951,"Franklin County, KS",Franklin County,KS,Kansas,0.5302383680062698,20059
952,"Franklin County, KY",Franklin County,KY,Kentucky,0.6374770150745246,21073
953,"Franklin County, MA",Franklin County,MA,Massachusetts,0.5268820979191488,25011
954,"Franklin County, ME",Franklin County,ME,Maine,0.4440666912447503,23007
955,"Franklin County, MO",Franklin County,MO,Missouri,0.5108991686411729,29071
956,"Franklin County, MS",Franklin County,MS,Mississippi,0.36642169850895656,28037
957,"Franklin County, NC",Franklin County,NC,North Carolina,0.5744017280279037,37069
958,"Franklin County, NE",Franklin County,NE,Nebraska,0.4350702522285816,31061
959,"Franklin County, NY",Franklin County,NY,New York,0.4630874266780042,36033
960,"Franklin County, OH",Franklin County,OH,Ohio,0.5951087395078951,39049
961,"Franklin County, PA",Franklin County,PA,Pennsylvania,0.4619263887870739,42055
962,"Franklin County, TN",Franklin County,TN,Tennessee,0.4509014900024859,47051
963,"Franklin County, TX",Franklin County,TX,Texas,0.45239656743101,48159
964,"Franklin County, VA",Franklin County,VA,Virginia,0.5416475316262279,51067
965,"Franklin County, VT",Franklin County,VT,Vermont,0.5182867346252968,50011
966,"Franklin County, WA",Franklin County,WA,Washington,0.4887137506563558,53021
967,"Franklin Parish, LA",Franklin Parish,LA,Louisiana,0.3769226162755257,22041
968,"Franklin city, VA",Franklin city,VA,Virginia,0.5382808724434702,51620
969,"Frederick County, MD",Frederick County,MD,Maryland,0.6588738998507624,24021
970,"Frederick County, VA",Frederick County,VA,Virginia,0.6659641096593136,51069
971,"Fredericksburg city, VA",Fredericksburg city,VA,Virginia,0.6892165123247014,51630
972,"Freeborn County, MN",Freeborn County,MN,Minnesota,0.4678461120105131,27047
973,"Freestone County, TX",Freestone County,TX,Texas,0.4395050084033614,48161
974,"Fremont County, CO",Fremont County,CO,Colorado,0.4619595474521082,08043
975,"Fremont County, IA",Fremont County,IA,Iowa,0.4593954957983194,19071
976,"Fremont County, ID",Fremont County,ID,Idaho,0.4143115966386555,16043
977,"Fremont County, WY",Fremont County,WY,Wyoming,0.42962872268907565,56013
978,"Fresno County, CA",Fresno County,CA,California,0.4894171842818449,06019
979,"Frio County, TX",Frio County,TX,Texas,0.49012673115900596,48163
980,"Frontier County, NE",Frontier County,NE,Nebraska,0.4870997983193277,31063
981,"Fulton County, AR",Fulton County,AR,Arkansas,0.3437585020899433,05049
982,"Fulton County, GA",Fulton County,GA,Georgia,0.6645345437484985,13121
983,"Fulton County, IL",Fulton County,IL,Illinois,0.5017049846380379,17057
984,"Fulton County, IN",Fulton County,IN,Indiana,0.5127712167298595,18049
985,"Fulton County, KY",Fulton County,KY,Kentucky,0.3636398015306101,21075
986,"Fulton County, NY",Fulton County,NY,New York,0.4826426819405777,36035
987,"Fulton County, OH",Fulton County,OH,Ohio,0.5904411180770521,39051
988,"Fulton County, PA",Fulton County,PA,Pennsylvania,0.41586219635287,42057
989,"Furnas County, NE",Furnas County,NE,Nebraska,0.3416152100840336,31065
990,"Gadsden County, FL",Gadsden County,FL,Florida,0.4268702990250981,12039
991,"Gage County, NE",Gage County,NE,Nebraska,0.4801215294117647,31067
992,"Gaines County, TX",Gaines County,TX,Texas,0.4676278655462185,48165
993,"Galax city, VA",Galax city,VA,Virginia,0.4709133326348304,51640
994,"Gallatin County, IL",Gallatin County,IL,Illinois,0.3868524441154701,17059
995,"Gallatin County, KY",Gallatin County,KY,Kentucky,0.4725458323369185,21077
996,"Gallatin County, MT",Gallatin County,MT,Montana,0.654710487394958,30031
997,"Gallia County, OH",Gallia County,OH,Ohio,0.4136942007861082,39053
998,"Galveston County, TX",Galveston County,TX,Texas,0.5807055307802669,48167
999,"Garden County, NE",Garden County,NE,Nebraska,0.3642422345080244,31069
1000,"Garfield County, CO",Garfield County,CO,Colorado,0.5681562840682727,08045
1001,"Garfield County, MT",Garfield County,MT,Montana,0.4186527899159664,30033
1002,"Garfield County, NE",Garfield County,NE,Nebraska,0.5216610735188825,31071
1003,"Garfield County, OK",Garfield County,OK,Oklahoma,0.42496948224098796,40047
1004,"Garfield County, UT",Garfield County,UT,Utah,0.36413196292387795,49017
1005,"Garfield County, WA",Garfield County,WA,Washington,0.4690723784579044,53023
1006,"Garland County, AR",Garland County,AR,Arkansas,0.4705786265515408,05051
1007,"Garrard County, KY",Garrard County,KY,Kentucky,0.580441031813501,21079
1008,"Garrett County, MD",Garrett County,MD,Maryland,0.4758754832383549,24023
1009,"Garvin County, OK",Garvin County,OK,Oklahoma,0.4316426218487395,40049
1010,"Garza County, TX",Garza County,TX,Texas,0.3496020260386651,48169
1011,"Gasconade County, MO",Gasconade County,MO,Missouri,0.4973856136877819,29073
1012,"Gaston County, NC",Gaston County,NC,North Carolina,0.5705488983280377,37071
1013,"Gates County, NC",Gates County,NC,North Carolina,0.4529041344537815,37073
1014,"Geary County, KS",Geary County,KS,Kansas,0.49388494046581966,20061
1015,"Geauga County, OH",Geauga County,OH,Ohio,0.578098749351409,39055
1016,"Gem County, ID",Gem County,ID,Idaho,0.4241978487394958,16045
1017,"Genesee County, MI",Genesee County,MI,Michigan,0.5413435007271952,26049
1018,"Genesee County, NY",Genesee County,NY,New York,0.5259986624762011,36037
1019,"Geneva County, AL",Geneva County,AL,Alabama,0.396347348804807,01061
1020,"Gentry County, MO",Gentry County,MO,Missouri,0.4047175043535144,29075
1021,"George County, MS",George County,MS,Mississippi,0.508836399448242,28039
1022,"Georgetown County, SC",Georgetown County,SC,South Carolina,0.4710134777481251,45043
1023,"Gibson County, IN",Gibson County,IN,Indiana,0.5125262573889401,18051
1024,"Gibson County, TN",Gibson County,TN,Tennessee,0.42501936681046765,47053
1025,"Gila County, AZ",Gila County,AZ,Arizona,0.4098348464016016,04007
1026,"Gilchrist County, FL",Gilchrist County,FL,Florida,0.4286580274999837,12041
1027,"Giles County, TN",Giles County,TN,Tennessee,0.4887989691764557,47055
1028,"Giles County, VA",Giles County,VA,Virginia,0.5006036638655462,51071
1029,"Gillespie County, TX",Gillespie County,TX,Texas,0.5509962857142857,48171
1030,"Gilliam County, OR",Gilliam County,OR,Oregon,0.42045983193277314,41021
1031,"Gilmer County, GA",Gilmer County,GA,Georgia,0.538936731156896,13123
1032,"Gilmer County, WV",Gilmer County,WV,West Virginia,0.3408171428571429,54021
1033,"Gilpin County, CO",Gilpin County,CO,Colorado,0.6961871932773108,08047
1034,"Glacier County, MT",Glacier County,MT,Montana,0.4160583686075805,30035
1035,"Glades County, FL",Glades County,FL,Florida,0.3635858694503051,12043
1036,"Gladwin County, MI",Gladwin County,MI,Michigan,0.5032154899341614,26051
1037,"Glascock County, GA",Glascock County,GA,Georgia,0.37171114285714285,13125
1038,"Glasscock County, TX",Glasscock County,TX,Texas,0.5914762016806723,48173
1039,"Glenn County, CA",Glenn County,CA,California,0.428509852824285,06021
1040,"Gloucester County, NJ",Gloucester County,NJ,New Jersey,0.6239068534887704,34015
1041,"Gloucester County, VA",Gloucester County,VA,Virginia,0.6206412376746969,51073
1042,"Glynn County, GA",Glynn County,GA,Georgia,0.5762238465466263,13127
1043,"Gogebic County, MI",Gogebic County,MI,Michigan,0.3795694499297719,26053
1044,"Golden Valley County, MT",Golden Valley County,MT,Montana,0.33669655462184866,30037
1045,"Golden Valley County, ND",Golden Valley County,ND,North Dakota,0.4541747226890756,38033
1046,"Goliad County, TX",Goliad County,TX,Texas,0.5308911752124317,48175
1047,"Gonzales County, TX",Gonzales County,TX,Texas,0.4630633500556134,48177
1048,"Goochland County, VA",Goochland County,VA,Virginia,0.5852285570666519,51075
1049,"Goodhue County, MN",Goodhue County,MN,Minnesota,0.6039100713780428,27049
1050,"Gooding County, ID",Gooding County,ID,Idaho,0.4484556154985935,16047
1051,"Gordon County, GA",Gordon County,GA,Georgia,0.4798195741536887,13129
1052,"Goshen County, WY",Goshen County,WY,Wyoming,0.48012571428571427,56015
1053,"Gosper County, NE",Gosper County,NE,Nebraska,0.5824130420168068,31073
1054,"Gove County, KS",Gove County,KS,Kansas,0.4289303865546219,20063
1055,"Grady County, GA",Grady County,GA,Georgia,0.4157452880240992,13131
1056,"Grady County, OK",Grady County,OK,Oklahoma,0.4902380426216365,40051
1057,"Grafton County, NH",Grafton County,NH,New Hampshire,0.5251682689075631,33009
1058,"Graham County, AZ",Graham County,AZ,Arizona,0.5178461853401186,04009
1059,"Graham County, KS",Graham County,KS,Kansas,0.3935373781512605,20065
1060,"Graham County, NC",Graham County,NC,North Carolina,0.3311777332219746,37075
1061,"Grainger County, TN",Grainger County,TN,Tennessee,0.40187374728388436,47057
1062,"Grand County, CO",Grand County,CO,Colorado,0.5972989545474336,08049
1063,"Grand County, UT",Grand County,UT,Utah,0.4955730702001665,49019
1064,"Grand Forks County, ND",Grand Forks County,ND,North Dakota,0.5179458862161916,38035
1065,"Grand Isle County, VT",Grand Isle County,VT,Vermont,0.5243598091015964,50013
1066,"Grand Traverse County, MI",Grand Traverse County,MI,Michigan,0.6629090596039316,26055
1067,"Granite County, MT",Granite County,MT,Montana,0.5410046722689076,30039
1068,"Grant County, AR",Grant County,AR,Arkansas,0.4201663529411765,05053
1069,"Grant County, IN",Grant County,IN,Indiana,0.43034104364253856,18053
1070,"Grant County, KS",Grant County,KS,Kansas,0.5038562437503803,20067
1071,"Grant County, KY",Grant County,KY,Kentucky,0.4284616020931218,21081
1072,"Grant County, MN",Grant County,MN,Minnesota,0.4378929208469068,27051
1073,"Grant County, ND",Grant County,ND,North Dakota,0.459224306226085,38037
1074,"Grant County, NE",Grant County,NE,Nebraska,0.4770661176470588,31075
1075,"Grant County, NM",Grant County,NM,New Mexico,0.33819939495798323,35017
1076,"Grant County, OK",Grant County,OK,Oklahoma,0.4182431428571429,40053
1077,"Grant County, OR",Grant County,OR,Oregon,0.3653521008403362,41023
1078,"Grant County, SD",Grant County,SD,South Dakota,0.436012974789916,46051
1079,"Grant County, WA",Grant County,WA,Washington,0.47705629879267186,53025
1080,"Grant County, WI",Grant County,WI,Wisconsin,0.4894709243697479,55043
1081,"Grant County, WV",Grant County,WV,West Virginia,0.3805691769408852,54023
1082,"Grant Parish, LA",Grant Parish,LA,Louisiana,0.3527505436100017,22043
1083,"Granville County, NC",Granville County,NC,North Carolina,0.5181726933742881,37077
1084,"Gratiot County, MI",Gratiot County,MI,Michigan,0.4542909837690602,26057
1085,"Graves County, KY",Graves County,KY,Kentucky,0.40593126577658856,21083
1086,"Gray County, KS",Gray County,KS,Kansas,0.5112649747899161,20069
1087,"Gray County, TX",Gray County,TX,Texas,0.4124906795066249,48179
1088,"Grays Harbor County, WA",Grays Harbor County,WA,Washington,0.4615950304939419,53027
1089,"Grayson County, KY",Grayson County,KY,Kentucky,0.4314452627524868,21085
1090,"Grayson County, TX",Grayson County,TX,Texas,0.5464344355356555,48181
1091,"Grayson County, VA",Grayson County,VA,Virginia,0.35521885965238664,51077
1092,"Greeley County, KS",Greeley County,KS,Kansas,0.4623504537815126,20071
1093,"Greeley County, NE",Greeley County,NE,Nebraska,0.4187328907563026,31077
1094,"Green County, KY",Green County,KY,Kentucky,0.3840067103912774,21087
1095,"Green County, WI",Green County,WI,Wisconsin,0.5591959272948934,55045
1096,"Green Lake County, WI",Green Lake County,WI,Wisconsin,0.5112427850567124,55047
1097,"Greenbrier County, WV",Greenbrier County,WV,West Virginia,0.32348806456092744,54025
1098,"Greene County, AL",Greene County,AL,Alabama,0.3522507899159664,01063
1099,"Greene County, AR",Greene County,AR,Arkansas,0.3770295462184874,05055
1100,"Greene County, GA",Greene County,GA,Georgia,0.4343952483602956,13133
1101,"Greene County, IA",Greene County,IA,Iowa,0.4405803371002665,19073
1102,"Greene County, IL",Greene County,IL,Illinois,0.376960350266905,17061
1103,"Greene County, IN",Greene County,IN,Indiana,0.4349492638034645,18055
1104,"Greene County, MO",Greene County,MO,Missouri,0.5473018543838877,29077
1105,"Greene County, MS",Greene County,MS,Mississippi,0.3652785804146963,28041
1106,"Greene County, NC",Greene County,NC,North Carolina,0.3123088382620123,37079
1107,"Greene County, NY",Greene County,NY,New York,0.4434133566975542,36039
1108,"Greene County, OH",Greene County,OH,Ohio,0.615833986454874,39057
1109,"Greene County, PA",Greene County,PA,Pennsylvania,0.4486457483899824,42059
1110,"Greene County, TN",Greene County,TN,Tennessee,0.4782581402090747,47059
1111,"Greene County, VA",Greene County,VA,Virginia,0.5706511222476948,51079
1112,"Greenlee County, AZ",Greenlee County,AZ,Arizona,0.5016734460884683,04011
1113,"Greensville County, VA",Greensville County,VA,Virginia,0.3914310761764904,51081
1114,"Greenup County, KY",Greenup County,KY,Kentucky,0.4615856569903176,21089
1115,"Greenville County, SC",Greenville County,SC,South Carolina,0.6192940052459104,45045
1116,"Greenwood County, KS",Greenwood County,KS,Kansas,0.4206268353408249,20073
1117,"Greenwood County, SC",Greenwood County,SC,South Carolina,0.43445642820809394,45047
1118,"Greer County, OK",Greer County,OK,Oklahoma,0.3391843338343387,40055
1119,"Gregg County, TX",Gregg County,TX,Texas,0.5228584914243111,48183
1120,"Gregory County, SD",Gregory County,SD,South Dakota,0.4167683697478992,46053
1121,"Grenada County, MS",Grenada County,MS,Mississippi,0.407837512605042,28043
1122,"Griggs County, ND",Griggs County,ND,North Dakota,0.4107114575299738,38039
1123,"Grimes County, TX",Grimes County,TX,Texas,0.45697581512605046,48185
1124,"Grundy County, IA",Grundy County,IA,Iowa,0.5422146846423921,19075
1125,"Grundy County, IL",Grundy County,IL,Illinois,0.5637352907452194,17063
1126,"Grundy County, MO",Grundy County,MO,Missouri,0.38072947989407724,29079
1127,"Grundy County, TN",Grundy County,TN,Tennessee,0.37526144537815126,47061
1128,"Guadalupe County, NM",Guadalupe County,NM,New Mexico,0.4265089797991136,35019
1129,"Guadalupe County, TX",Guadalupe County,TX,Texas,0.6545839761191334,48187
1130,"Guernsey County, OH",Guernsey County,OH,Ohio,0.4451536116720829,39059
1131,"Guilford County, NC",Guilford County,NC,North Carolina,0.58797023789912,37081
1132,"Gulf County, FL",Gulf County,FL,Florida,0.48672286483473504,12045
1133,"Gunnison County, CO",Gunnison County,CO,Colorado,0.5490345976095539,08051
1134,"Guthrie County, IA",Guthrie County,IA,Iowa,0.4793118991596639,19077
1135,"Gwinnett County, GA",Gwinnett County,GA,Georgia,0.689683363808632,13135
1136,"Haakon County, SD",Haakon County,SD,South Dakota,0.4332668693188664,46055
1137,"Habersham County, GA",Habersham County,GA,Georgia,0.518662789351851,13137
1138,"Haines Borough, AK",Haines Borough,AK,Alaska,0.5068283398596227,02100
1139,"Hale County, AL",Hale County,AL,Alabama,0.3669068209182056,01065
1140,"Hale County, TX",Hale County,TX,Texas,0.40519621848739495,48189
1141,"Halifax County, NC",Halifax County,NC,North Carolina,0.3545674148988776,37083
1142,"Halifax County, VA",Halifax County,VA,Virginia,0.4089168149599458,51083
1143,"Hall County, GA",Hall County,GA,Georgia,0.5671437198148535,13139
1144,"Hall County, NE",Hall County,NE,Nebraska,0.5899863481737084,31079
1145,"Hall County, TX",Hall County,TX,Texas,0.2559916638655463,48191
1146,"Hamblen County, TN",Hamblen County,TN,Tennessee,0.4234476974789917,47063
1147,"Hamilton County, FL",Hamilton County,FL,Florida,0.3458590246242632,12047
1148,"Hamilton County, IA",Hamilton County,IA,Iowa,0.49095632418846014,19079
1149,"Hamilton County, IL",Hamilton County,IL,Illinois,0.4792070924369748,17065
1150,"Hamilton County, IN",Hamilton County,IN,Indiana,0.7741504877385702,18057
1151,"Hamilton County, KS",Hamilton County,KS,Kansas,0.43036077240033965,20075
1152,"Hamilton County, NE",Hamilton County,NE,Nebraska,0.47512886695139667,31081
1153,"Hamilton County, NY",Hamilton County,NY,New York,0.444043462184874,36041
1154,"Hamilton County, OH",Hamilton County,OH,Ohio,0.5708702966036703,39061
1155,"Hamilton County, TN",Hamilton County,TN,Tennessee,0.546325272879785,47065
1156,"Hamilton County, TX",Hamilton County,TX,Texas,0.4310565783809839,48193
1157,"Hamlin County, SD",Hamlin County,SD,South Dakota,0.5452785210084035,46057
1158,"Hampden County, MA",Hampden County,MA,Massachusetts,0.5782407158254729,25013
1159,"Hampshire County, MA",Hampshire County,MA,Massachusetts,0.577313169968617,25015
1160,"Hampshire County, WV",Hampshire County,WV,West Virginia,0.3754606401358471,54027
